2,3,257,100,76251,100005000,100015504,10504
3,2,260,100,111147,100132000,100242558,110558
3,0,258,100,54967,100044000,100428268,384268
3,2,262,100,189037,100419000,100714068,295068
3,2,259,100,4538067,100064000,100716884,652884
1,3,257,100,1778976,100369000,101111609,742609
1,3,258,100,54583,100515000,101111783,596783
0,2,260,100,43181,100556000,101292205,736205
